source,target,distance,rank
pulmonary artery endothelial cell,mem. T cell,0.3990207887058914,15
pulmonary artery endothelial cell,"CD4+, alpha-beta T cell",0.40629509576813116,16
pulmonary artery endothelial cell,ependymal cell,0.40693882768101297,17
pulmonary artery endothelial cell,kidney loop Henle thin des. limb epith. cell,0.4073552221015506,18
pulmonary artery endothelial cell,near-project. glutamatergic cortical neuron,0.40844355809010613,19
pulmonary artery endothelial cell,blood vessel endothelial cell,0.40875464310649523,20
pvalb GABAergic cortical interneuron,foveolar cell of stomach,0.2815612449871878,1
pvalb GABAergic cortical interneuron,endothelial cell of artery,0.3244591013457805,2
pvalb GABAergic cortical interneuron,mem. T cell,0.37173613483493884,3
pvalb GABAergic cortical interneuron,mesothelial cell,0.37890095452999184,4
pvalb GABAergic cortical interneuron,pericyte,0.38010974865799085,5
pvalb GABAergic cortical interneuron,retinal rod cell,0.382304512323522,6
pvalb GABAergic cortical interneuron,T follicular helper cell,0.38306342754917855,7
pvalb GABAergic cortical interneuron,clas. monocyte,0.3859546203371903,8
pvalb GABAergic cortical interneuron,amacrine cell,0.3881763699204377,9
pvalb GABAergic cortical interneuron,endothelial cell,0.39607678487346987,10
pvalb GABAergic cortical interneuron,alpha-beta T cell,0.3964730279906823,11
pvalb GABAergic cortical interneuron,retinal ganglion cell,0.3973165502649041,12
pvalb GABAergic cortical interneuron,"activated CD4+, alpha-beta T cell",0.3993199754377199,13
pvalb GABAergic cortical interneuron,enterocyte,0.4065255096985698,14
pvalb GABAergic cortical interneuron,"CD14+, CD16+ monocyte",0.4077171118558379,15
pvalb GABAergic cortical interneuron,vein endothelial cell,0.4083132658103952,16
pvalb GABAergic cortical interneuron,lung pericyte,0.41225103510902894,17
pvalb GABAergic cortical interneuron,granulosa cell,0.4127705135807923,18
pvalb GABAergic cortical interneuron,CD4+ helper T cell,0.4145631018283611,19
pvalb GABAergic cortical interneuron,innate lymphoid cell,0.41591581643823816,20
regulatory T cell,"CD4+, alpha-beta T cell",0.18871756255166594,1
regulatory T cell,"naive thym.-der. CD4+, alpha-beta T cell",0.205167771404421,2
regulatory T cell,"central mem. CD4+, alpha-beta T cell",0.21526938941649765,3
regulatory T cell,CD4+ helper T cell,0.23122348145414207,4
regulatory T cell,"activated CD4+, alpha-beta T cell",0.23451038346392272,5
regulatory T cell,mem. T cell,0.2356307231141107,6
regulatory T cell,T follicular helper cell,0.24844153716174378,7
regulatory T cell,"activated CD8+, alpha-beta T cell",0.25981752147055204,8
regulatory T cell,"CD4+, alpha-beta mem. T cell",0.26591959510865015,9
regulatory T cell,innate lymphoid cell,0.266999822880718,10
regulatory T cell,naive T cell,0.2721969592359621,11
regulatory T cell,T-helper 17 cell,0.28620314970298766,12
regulatory T cell,"effector mem. CD4+, alpha-beta T cell",0.29048092361207045,13
regulatory T cell,"CD8+, alpha-beta T cell",0.3008368234874208,14
regulatory T cell,T cell,0.3175500348637016,15
regulatory T cell,mature NK T cell,0.317735883935897,16
regulatory T cell,"CD4+, alpha-beta cytotoxic T cell",0.32072280961413857,17
regulatory T cell,"naive thym.-der. CD8+, alpha-beta T cell",0.32216924564881544,18
regulatory T cell,alpha-beta T cell,0.33246753573535404,19
regulatory T cell,"central mem. CD8+, alpha-beta T cell",0.33520815818790917,20
renal interstitial pericyte,CD4+ helper T cell,0.34262401327478575,1
renal interstitial pericyte,endothelial cell,0.3605117194661379,2
renal interstitial pericyte,leukocyte,0.3779112946579568,3
renal interstitial pericyte,sncg GABAergic cortical interneuron,0.38345372731513383,4
renal interstitial pericyte,kidney loop Henle thin des. limb epith. cell,0.3864368070207168,5
renal interstitial pericyte,smooth muscle cell,0.3871004908532655,6
renal interstitial pericyte,T cell,0.3996733117073842,7
renal interstitial pericyte,naive B cell,0.40210764628595563,8
renal interstitial pericyte,pericyte,0.40418307044028845,9
renal interstitial pericyte,innate lymphoid cell,0.4050286138236249,10
renal interstitial pericyte,kidney loop Henle thick asc. limb epith. cell,0.41552129270302185,11
renal interstitial pericyte,mature NK T cell,0.4158064499492712,12
renal interstitial pericyte,vascular assoc. smooth muscle cell,0.41594355658417514,13
renal interstitial pericyte,"CD8+, alpha-beta mem. T cell",0.41993953970331865,14
renal interstitial pericyte,"central mem. CD8+, alpha-beta T cell",0.42496065265925875,15
renal interstitial pericyte,kidney interstitial fibroblast,0.42583658705515215,16
renal interstitial pericyte,tracheobronchial smooth muscle cell,0.4289200838218882,17
renal interstitial pericyte,myoepithelial cell of mammary gland,0.4299353516154397,18
renal interstitial pericyte,mucosal invariant T cell,0.43506848120856223,19
renal interstitial pericyte,"CD4+, alpha-beta mem. T cell",0.4369911247071602,20
respiratory basal cell,respiratory hillock cell,0.15992161184219866,1
respiratory basal cell,club cell,0.26361613662366756,2
respiratory basal cell,"effector mem. CD8+, alpha-beta T cell",0.30100920865956693,3
respiratory basal cell,basal cell,0.30196016506165946,4
respiratory basal cell,"CD4+, alpha-beta T cell",0.32358699321698337,5
respiratory basal cell,nasal mucosa goblet cell,0.32487532559546195,6
respiratory basal cell,"CD8+, alpha-beta T cell",0.3266372076408277,7
respiratory basal cell,keratinocyte,0.3270199851082781,8
respiratory basal cell,near-project. glutamatergic cortical neuron,0.3401080573969375,9
respiratory basal cell,"CD4+, alpha-beta cytotoxic T cell",0.3454452525176076,10
respiratory basal cell,"effector CD8+, alpha-beta T cell",0.3454798792043794,11
respiratory basal cell,capillary endothelial cell,0.34917677784209844,12
respiratory basal cell,smooth muscle cell,0.3542455004479447,13
respiratory basal cell,vein endothelial cell,0.3550875650545491,14
respiratory basal cell,endothelial cell of lymphatic vessel,0.3575051760582487,15
respiratory basal cell,oligodendrocyte pre. cell,0.359635312939922,16
respiratory basal cell,erythrocyte,0.3614954280465058,17
respiratory basal cell,kidney collecting duct principal cell,0.3642457053362371,18
respiratory basal cell,"effector mem. CD4+, alpha-beta T cell",0.3668285973442198,19
respiratory basal cell,type II pneumocyte,0.3679140875623397,20
respiratory hillock cell,respiratory basal cell,0.15992161184219866,1
respiratory hillock cell,club cell,0.26343673570316384,2
respiratory hillock cell,keratinocyte,0.29523050503637494,3
respiratory hillock cell,Schwann cell,0.3007976579496927,4
respiratory hillock cell,caudal ganglionic eminence der. GABAergic cortical interneuron,0.30193219108617775,5
respiratory hillock cell,foveolar cell of stomach,0.31240207995960845,6
respiratory hillock cell,nasal mucosa goblet cell,0.32175539943025244,7
respiratory hillock cell,T follicular helper cell,0.3276278024427146,8
respiratory hillock cell,basal cell,0.3310263475282532,9
respiratory hillock cell,type I pneumocyte,0.34022702659612314,10
respiratory hillock cell,enteroendocrine cell,0.34195904310170977,11
respiratory hillock cell,dendritic cell,0.345158119678982,12
respiratory hillock cell,vein endothelial cell,0.3478374570567907,13
respiratory hillock cell,endothelial cell of lymphatic vessel,0.3485697289820454,14
respiratory hillock cell,tracheobronchial smooth muscle cell,0.3509802739742697,15
respiratory hillock cell,type II pneumocyte,0.3542606649185476,16
respiratory hillock cell,kidney distal convoluted tubule epith. cell,0.35500201268277887,17
respiratory hillock cell,intermediate monocyte,0.3587977066911746,18
respiratory hillock cell,elicited macrophage,0.36398134686836126,19
respiratory hillock cell,pulmonary artery endothelial cell,0.3668248441972498,20
retina horizontal cell,kidney distal convoluted tubule epith. cell,0.2976397314701811,1
retina horizontal cell,pericyte,0.3174934853090948,2
retina horizontal cell,pre. B cell,0.323879934084524,3
retina horizontal cell,"double+, alpha-beta thymocyte",0.3285301866393111,4
retina horizontal cell,retinal ganglion cell,0.32866008531454205,5
retina horizontal cell,erythrocyte,0.3444067690493072,6
retina horizontal cell,alpha-beta T cell,0.36293546101205665,7
retina horizontal cell,keratinocyte,0.3660102689982917,8
retina horizontal cell,erythroblast,0.36784507154462165,9
retina horizontal cell,pro-B cell,0.36852564042393265,10
retina horizontal cell,kidney connecting tubule epith. cell,0.3713617286399219,11
retina horizontal cell,respiratory basal cell,0.3729467891682615,12
retina horizontal cell,non-classical monocyte,0.37400254305903835,13
retina horizontal cell,"CD8+, alpha-beta T cell",0.37963090843865843,14
retina horizontal cell,basal cell,0.381796746462428,15
retina horizontal cell,cardiac muscle cell,0.383288451350665,16
retina horizontal cell,kidney loop Henle thick asc. limb epith. cell,0.39358446998175955,17
retina horizontal cell,innate lymphoid cell,0.39471434122782145,18
retina horizontal cell,"CD4+, alpha-beta T cell",0.39473356928906456,19
retina horizontal cell,astrocyte,0.3957014352607203,20
retinal cone cell,retinal ganglion cell,0.313467237786625,1
retinal cone cell,vein endothelial cell,0.3222921871596658,2
retinal cone cell,pericyte,0.3367727024452434,3
retinal cone cell,smooth muscle cell,0.3546322003929476,4
retinal cone cell,endothelial cell,0.35922893977942083,5
retinal cone cell,corticothalamic-project. glutamatergic cortical neuron,0.3605663755793945,6
retinal cone cell,"CD14+, CD16- clas. monocyte",0.3620161875526452,7
retinal cone cell,"CD8+, alpha-beta T cell",0.3626680788592924,8
retinal cone cell,granulosa cell,0.36479853751732905,9
retinal cone cell,kidney distal convoluted tubule epith. cell,0.365582517843977,10
retinal cone cell,near-project. glutamatergic cortical neuron,0.3664037270087853,11
retinal cone cell,retinal rod cell,0.3669141493367437,12
retinal cone cell,sncg GABAergic cortical interneuron,0.37029104169490734,13
retinal cone cell,type II pneumocyte,0.37957941253991134,14
retinal cone cell,plasma cell,0.38561943520185926,15
retinal cone cell,monocyte,0.38654438900525856,16
retinal cone cell,alveolar macrophage,0.3943598415340599,17
retinal cone cell,ciliated columnar cell of tracheobronchial tree,0.398701848473792,18
retinal cone cell,kidney loop Henle thick asc. limb epith. cell,0.4019057821130958,19
retinal cone cell,club cell,0.40286624313092867,20
retinal ganglion cell,retinal rod cell,0.2701361608228835,1
retinal ganglion cell,erythroblast,0.28704466887647917,2
retinal ganglion cell,foveolar cell of stomach,0.2963246031046719,3
retinal ganglion cell,kidney loop Henle thin asc. limb epith. cell,0.2974458781096062,4
retinal ganglion cell,pericyte,0.30811448247697415,5
retinal ganglion cell,retinal cone cell,0.313467237786625,6
retinal ganglion cell,kidney loop Henle thick asc. limb epith. cell,0.3144585798252866,7
retinal ganglion cell,alveolar type 2 fibroblast cell,0.31968140610804663,8
retinal ganglion cell,vein endothelial cell,0.3221234482724573,9
retinal ganglion cell,enteric smooth muscle cell,0.32626412731842735,10
retinal ganglion cell,kidney interstitial fibroblast,0.3270843761615977,11
retinal ganglion cell,retina horizontal cell,0.32866008531454205,12
retinal ganglion cell,"central mem. CD8+, alpha-beta T cell",0.3308713762161287,13
retinal ganglion cell,"CD8+, alpha-beta T cell",0.3425892410588386,14
retinal ganglion cell,kidney connecting tubule epith. cell,0.34305451555743105,15
retinal ganglion cell,corticothalamic-project. glutamatergic cortical neuron,0.3433225181846188,16
retinal ganglion cell,kidney distal convoluted tubule epith. cell,0.3513514436003512,17
retinal ganglion cell,mem. B cell,0.3588732905794012,18
retinal ganglion cell,amacrine cell,0.3594748076143116,19
retinal ganglion cell,type II pneumocyte,0.3594794846045928,20
retinal rod cell,retinal ganglion cell,0.2701361608228835,1
retinal rod cell,kidney loop Henle thin des. limb epith. cell,0.348719052439595,2
retinal rod cell,retinal cone cell,0.3669141493367437,3
retinal rod cell,cardiac muscle cell,0.3786799141730126,4
retinal rod cell,smooth muscle cell,0.3799055788092591,5
retinal rod cell,pvalb GABAergic cortical interneuron,0.382304512323522,6
retinal rod cell,foveolar cell of stomach,0.38277199837766807,7
retinal rod cell,"CD8+, alpha-beta T cell",0.3856488027993209,8
retinal rod cell,alveolar type 1 fibroblast cell,0.39244781035967435,9
retinal rod cell,pericyte,0.3954797328808948,10
retinal rod cell,immature innate lymphoid cell,0.39684312629638996,11
retinal rod cell,megakaryocyte-erythroid progenitor cell,0.39790305391884784,12
retinal rod cell,retina horizontal cell,0.4001871537565437,13
retinal rod cell,type II pneumocyte,0.40127107895286984,14
retinal rod cell,goblet cell,0.4014147793990739,15
retinal rod cell,B cell,0.40450286011976455,16
retinal rod cell,macrophage,0.4059677038182935,17
retinal rod cell,kidney loop Henle thick asc. limb epith. cell,0.4060018752663188,18
retinal rod cell,mem. T cell,0.40637808393859687,19
retinal rod cell,hematopoietic stem cell,0.40902869023543775,20
smooth muscle cell,vascular assoc. smooth muscle cell,0.23842677787009725,1
smooth muscle cell,pericyte,0.23949681934659506,2
smooth muscle cell,tracheobronchial smooth muscle cell,0.2888475545324982,3
smooth muscle cell,enteroendocrine cell,0.29278271348830154,4
smooth muscle cell,enteric smooth muscle cell,0.29582414761793807,5
smooth muscle cell,keratinocyte,0.3027873384400993,6
smooth muscle cell,granulosa cell,0.30747357300447853,7
smooth muscle cell,club cell,0.311102553367553,8
smooth muscle cell,innate lymphoid cell,0.31141555903074936,9
smooth muscle cell,basal cell,0.3312906944368377,10
smooth muscle cell,macrophage,0.33424443543395055,11
smooth muscle cell,Schwann cell,0.33457823760777483,12
smooth muscle cell,intermediate monocyte,0.3350227130363863,13
smooth muscle cell,"CD4+, alpha-beta T cell",0.3367699348418337,14
smooth muscle cell,kidney collecting duct principal cell,0.33700883656367686,15
smooth muscle cell,type I pneumocyte,0.3378634727623795,16
smooth muscle cell,endothelial cell,0.3387818497888254,17
smooth muscle cell,respiratory basal cell,0.3542455004479447,18
smooth muscle cell,retinal cone cell,0.3546322003929476,19
smooth muscle cell,vein endothelial cell,0.3571943690864797,20
sncg GABAergic cortical interneuron,"naive thym.-der. CD8+, alpha-beta T cell",0.32328771792926925,1
sncg GABAergic cortical interneuron,enterocyte,0.3645974368483479,2
sncg GABAergic cortical interneuron,retinal cone cell,0.37029104169490734,3
sncg GABAergic cortical interneuron,renal interstitial pericyte,0.38345372731513383,4
sncg GABAergic cortical interneuron,T cell,0.3849441870505951,5
sncg GABAergic cortical interneuron,macrophage,0.38598179582004977,6
sncg GABAergic cortical interneuron,"CD4+, alpha-beta T cell",0.3889995281304277,7
sncg GABAergic cortical interneuron,"CD8+, alpha-beta T cell",0.38984619240444196,8
sncg GABAergic cortical interneuron,kidney connecting tubule epith. cell,0.39037030349705437,9
sncg GABAergic cortical interneuron,gamma-delta T cell,0.3907615923912381,10
sncg GABAergic cortical interneuron,vein endothelial cell,0.39411354354453043,11
sncg GABAergic cortical interneuron,endothelial cell,0.40003257304711104,12
sncg GABAergic cortical interneuron,capillary endothelial cell,0.4010826376589115,13
sncg GABAergic cortical interneuron,"central mem. CD8+, alpha-beta T cell",0.4075789644936145,14
sncg GABAergic cortical interneuron,monocyte,0.41074712080990605,15
sncg GABAergic cortical interneuron,elicited macrophage,0.42148913072206196,16
sncg GABAergic cortical interneuron,"naive thym.-der. CD4+, alpha-beta T cell",0.42404863430157613,17
sncg GABAergic cortical interneuron,intermediate monocyte,0.4258943700936547,18
sncg GABAergic cortical interneuron,"effector CD8+, alpha-beta T cell",0.42786737660380136,19
sncg GABAergic cortical interneuron,regulatory T cell,0.4297991341527445,20
sst GABAergic cortical interneuron,granulocyte,0.3314037696963361,1
sst GABAergic cortical interneuron,"effector CD8+, alpha-beta T cell",0.3500995905069987,2
sst GABAergic cortical interneuron,pericyte,0.3533596898625394,3
sst GABAergic cortical interneuron,enteric smooth muscle cell,0.3638475774631781,4
sst GABAergic cortical interneuron,retinal ganglion cell,0.37634506024465186,5
sst GABAergic cortical interneuron,erythroblast,0.3857772096151768,6
sst GABAergic cortical interneuron,fallopian tube secretory epith. cell,0.3968893813461226,7
sst GABAergic cortical interneuron,monocyte,0.397161794308986,8
sst GABAergic cortical interneuron,endothelial cell of lymphatic vessel,0.40047683612320684,9
sst GABAergic cortical interneuron,innate lymphoid cell,0.4046905829985098,10
sst GABAergic cortical interneuron,"CD4+, alpha-beta T cell",0.40749863300156075,11
sst GABAergic cortical interneuron,intermediate monocyte,0.4106999314723815,12
sst GABAergic cortical interneuron,lamp5 GABAergic cortical interneuron,0.41081128351390017,13
sst GABAergic cortical interneuron,T cell,0.4120429871817799,14
