source,target,distance,rank
myoepithelial cell of mammary gland,basal cell of epithelium of trachea,0.40068799757867546,15
myoepithelial cell of mammary gland,enteric smooth muscle cell,0.4064091357927806,16
myoepithelial cell of mammary gland,tracheal goblet cell,0.4082303735486915,17
myoepithelial cell of mammary gland,mast cell,0.41225967359808713,18
myoepithelial cell of mammary gland,gamma-delta T cell,0.4136677615275939,19
myoepithelial cell of mammary gland,NK cell,0.41389240104021185,20
naive B cell,mem. B cell,0.21329284792128445,1
naive B cell,immature B cell,0.21414015842698442,2
naive B cell,B cell,0.27026604121244735,3
naive B cell,IgG plasma cell,0.27229561572267735,4
naive B cell,class switched mem. B cell,0.27771549817503316,5
naive B cell,transitional stage B cell,0.2777226186475623,6
naive B cell,innate lymphoid cell,0.3009542664969037,7
naive B cell,erythrocyte,0.3057758900795514,8
naive B cell,mature NK T cell,0.3279552598990805,9
naive B cell,plasmablast,0.32883218149436,10
naive B cell,"naive thym.-der. CD4+, alpha-beta T cell",0.3315067036627404,11
naive B cell,"naive thym.-der. CD8+, alpha-beta T cell",0.3420214606673241,12
naive B cell,nasal mucosa goblet cell,0.3447999601200631,13
naive B cell,"CD16-, CD56-bright NK cell",0.3490172863380808,14
naive B cell,NK cell,0.3494196174903632,15
naive B cell,"CD8+, alpha-beta mem. T cell",0.35030661658161777,16
naive B cell,CD4+ helper T cell,0.35163487401181925,17
naive B cell,gamma-delta T cell,0.3522979521139613,18
naive B cell,intermediate monocyte,0.35728052458868564,19
naive B cell,plasma cell,0.3587878536260234,20
naive T cell,"CD4+, alpha-beta T cell",0.24068315511720362,1
naive T cell,CD4+ helper T cell,0.2721022394231377,2
naive T cell,regulatory T cell,0.2721969592359621,3
naive T cell,mem. T cell,0.2787008701134377,4
naive T cell,innate lymphoid cell,0.2873225833021711,5
naive T cell,"CD8+, alpha-beta T cell",0.29890544470151403,6
naive T cell,"naive thym.-der. CD4+, alpha-beta T cell",0.316984814467167,7
naive T cell,T cell,0.31751031205363245,8
naive T cell,T-helper 17 cell,0.3237786265949034,9
naive T cell,alpha-beta T cell,0.3383618316016992,10
naive T cell,"central mem. CD4+, alpha-beta T cell",0.34308926805579765,11
naive T cell,"activated CD4+, alpha-beta T cell",0.34404016167226004,12
naive T cell,T follicular helper cell,0.3463254159612825,13
naive T cell,"effector mem. CD4+, alpha-beta T cell",0.3478837856908955,14
naive T cell,"naive thym.-der. CD8+, alpha-beta T cell",0.3542002209281425,15
naive T cell,"activated CD8+, alpha-beta T cell",0.36486676492003034,16
naive T cell,"CD4+, alpha-beta mem. T cell",0.36544340899493677,17
naive T cell,club cell,0.36937488726462053,18
naive T cell,"central mem. CD8+, alpha-beta T cell",0.371097928959086,19
naive T cell,leukocyte,0.37902945993494264,20
"naive thym.-der. CD4+, alpha-beta T cell","central mem. CD4+, alpha-beta T cell",0.14291602024536398,1
"naive thym.-der. CD4+, alpha-beta T cell","CD4+, alpha-beta T cell",0.2031232085878628,2
"naive thym.-der. CD4+, alpha-beta T cell",regulatory T cell,0.205167771404421,3
"naive thym.-der. CD4+, alpha-beta T cell",CD4+ helper T cell,0.20673274718848655,4
"naive thym.-der. CD4+, alpha-beta T cell","naive thym.-der. CD8+, alpha-beta T cell",0.21310215893235274,5
"naive thym.-der. CD4+, alpha-beta T cell","CD4+, alpha-beta mem. T cell",0.21979093038670172,6
"naive thym.-der. CD4+, alpha-beta T cell",mem. T cell,0.22939381114323176,7
"naive thym.-der. CD4+, alpha-beta T cell",T follicular helper cell,0.2294116366807708,8
"naive thym.-der. CD4+, alpha-beta T cell","activated CD4+, alpha-beta T cell",0.2739331622708032,9
"naive thym.-der. CD4+, alpha-beta T cell","effector mem. CD4+, alpha-beta T cell",0.2773038308709659,10
"naive thym.-der. CD4+, alpha-beta T cell",innate lymphoid cell,0.2822730753261321,11
"naive thym.-der. CD4+, alpha-beta T cell",T-helper 22 cell,0.29506659148020886,12
"naive thym.-der. CD4+, alpha-beta T cell","central mem. CD8+, alpha-beta T cell",0.2990994720821145,13
"naive thym.-der. CD4+, alpha-beta T cell","CD8+, alpha-beta mem. T cell",0.305005173583182,14
"naive thym.-der. CD4+, alpha-beta T cell",gamma-delta T cell,0.30577906756662865,15
"naive thym.-der. CD4+, alpha-beta T cell","effector CD8+, alpha-beta T cell",0.3098170816651218,16
"naive thym.-der. CD4+, alpha-beta T cell",naive T cell,0.316984814467167,17
"naive thym.-der. CD4+, alpha-beta T cell",erythrocyte,0.3259843365595456,18
"naive thym.-der. CD4+, alpha-beta T cell",mature alpha-beta T cell,0.32639947654355606,19
"naive thym.-der. CD4+, alpha-beta T cell","CD8+, alpha-beta T cell",0.33094745412941173,20
"naive thym.-der. CD8+, alpha-beta T cell","CD8+, alpha-beta mem. T cell",0.2112767059815589,1
"naive thym.-der. CD8+, alpha-beta T cell","naive thym.-der. CD4+, alpha-beta T cell",0.21310215893235274,2
"naive thym.-der. CD8+, alpha-beta T cell","CD8+, alpha-beta T cell",0.2507865453912005,3
"naive thym.-der. CD8+, alpha-beta T cell","central mem. CD8+, alpha-beta T cell",0.2616292722574617,4
"naive thym.-der. CD8+, alpha-beta T cell","effector CD8+, alpha-beta T cell",0.27466430795889074,5
"naive thym.-der. CD8+, alpha-beta T cell","effector mem. CD8+, alpha-beta T cell",0.2891547113433218,6
"naive thym.-der. CD8+, alpha-beta T cell",mature NK T cell,0.30481060519627656,7
"naive thym.-der. CD8+, alpha-beta T cell",T cell,0.30743994506120986,8
"naive thym.-der. CD8+, alpha-beta T cell",alpha-beta T cell,0.31303537854832153,9
"naive thym.-der. CD8+, alpha-beta T cell",platelet,0.3135631603155834,10
"naive thym.-der. CD8+, alpha-beta T cell",gamma-delta T cell,0.31943214086159377,11
"naive thym.-der. CD8+, alpha-beta T cell",regulatory T cell,0.32216924564881544,12
"naive thym.-der. CD8+, alpha-beta T cell",sncg GABAergic cortical interneuron,0.32328771792926925,13
"naive thym.-der. CD8+, alpha-beta T cell",mem. T cell,0.32630106621853416,14
"naive thym.-der. CD8+, alpha-beta T cell",CD4+ helper T cell,0.3275532629392115,15
"naive thym.-der. CD8+, alpha-beta T cell","CD4+, alpha-beta T cell",0.33308332426155907,16
"naive thym.-der. CD8+, alpha-beta T cell",erythrocyte,0.33462907051141066,17
"naive thym.-der. CD8+, alpha-beta T cell","activated CD8+, alpha-beta T cell",0.33750782420988135,18
"naive thym.-der. CD8+, alpha-beta T cell","central mem. CD4+, alpha-beta T cell",0.3411752338082802,19
"naive thym.-der. CD8+, alpha-beta T cell",naive B cell,0.3420214606673241,20
nasal mucosa goblet cell,club cell,0.24367204273021403,1
nasal mucosa goblet cell,"CD4+, alpha-beta cytotoxic T cell",0.2748063419264889,2
nasal mucosa goblet cell,type II pneumocyte,0.30407875200080636,3
nasal mucosa goblet cell,respiratory hillock cell,0.32175539943025244,4
nasal mucosa goblet cell,kidney loop Henle thick asc. limb epith. cell,0.32480858391462986,5
nasal mucosa goblet cell,respiratory basal cell,0.32487532559546195,6
nasal mucosa goblet cell,vip GABAergic cortical interneuron,0.33290966568961733,7
nasal mucosa goblet cell,double negative thymocyte,0.3331848635704413,8
nasal mucosa goblet cell,"CD4+, alpha-beta T cell",0.33774134857944627,9
nasal mucosa goblet cell,clas. monocyte,0.3398644198147154,10
nasal mucosa goblet cell,"CD8+, alpha-beta cytotoxic T cell",0.33999352466158894,11
nasal mucosa goblet cell,naive B cell,0.3447999601200631,12
nasal mucosa goblet cell,luminal epith. cell of mammary gland,0.345750086155744,13
nasal mucosa goblet cell,tracheal goblet cell,0.34595563020361564,14
nasal mucosa goblet cell,"effector CD8+, alpha-beta T cell",0.34717691579116416,15
nasal mucosa goblet cell,alveolar type 2 fibroblast cell,0.3504462500677398,16
nasal mucosa goblet cell,gamma-delta T cell,0.35053275284169017,17
nasal mucosa goblet cell,"effector mem. CD4+, alpha-beta T cell",0.35422999714713044,18
nasal mucosa goblet cell,keratinocyte,0.36145048281339653,19
nasal mucosa goblet cell,mucosal invariant T cell,0.36569316081484193,20
NK cell,"CD8+, alpha-beta T cell",0.2000630287299946,1
NK cell,"CD16+, CD56-dim NK cell",0.2041820816824922,2
NK cell,mature NK T cell,0.2416379216832668,3
NK cell,"CD4+, alpha-beta T cell",0.2526772468548565,4
NK cell,gamma-delta T cell,0.26879170200970015,5
NK cell,"effector mem. CD8+, alpha-beta T cell",0.2733194939404363,6
NK cell,T cell,0.2859633361424476,7
NK cell,"CD8+, alpha-beta cytotoxic T cell",0.2890807036876696,8
NK cell,"CD16-, CD56-bright NK cell",0.29800172475270037,9
NK cell,T-helper 17 cell,0.3042678131624492,10
NK cell,innate lymphoid cell,0.3118666023260638,11
NK cell,"effector CD8+, alpha-beta T cell",0.31291704065923764,12
NK cell,mature T cell,0.31446699699150105,13
NK cell,mem. T cell,0.3194475481101663,14
NK cell,leukocyte,0.3197766624357462,15
NK cell,basal cell,0.3217276711085345,16
NK cell,dendritic cell,0.3221935431511235,17
NK cell,"CD8+, alpha-beta mem. T cell",0.32300971652847776,18
NK cell,club cell,0.3262490982035856,19
NK cell,mast cell,0.3274343774050983,20
near-project. glutamatergic cortical neuron,lung pericyte,0.32409021014893435,1
near-project. glutamatergic cortical neuron,"CD14+, CD16- clas. monocyte",0.33352825423246446,2
near-project. glutamatergic cortical neuron,respiratory basal cell,0.3401080573969375,3
near-project. glutamatergic cortical neuron,retinal cone cell,0.3664037270087853,4
near-project. glutamatergic cortical neuron,myoepithelial cell of mammary gland,0.37751119320654547,5
near-project. glutamatergic cortical neuron,pericyte,0.38259627611585534,6
near-project. glutamatergic cortical neuron,glutamatergic neuron,0.38640918013606385,7
near-project. glutamatergic cortical neuron,chandelier pvalb GABAergic cortical interneuron,0.3922825004529412,8
near-project. glutamatergic cortical neuron,mesothelial cell,0.3930989584978438,9
near-project. glutamatergic cortical neuron,"CD8+, alpha-beta T cell",0.4037117722791326,10
near-project. glutamatergic cortical neuron,pulmonary artery endothelial cell,0.40844355809010613,11
near-project. glutamatergic cortical neuron,CD14+ monocyte,0.4110769321704727,12
near-project. glutamatergic cortical neuron,respiratory hillock cell,0.41548192123338257,13
near-project. glutamatergic cortical neuron,sst GABAergic cortical interneuron,0.42025843183375,14
near-project. glutamatergic cortical neuron,conventional dendritic cell,0.42157059143872944,15
near-project. glutamatergic cortical neuron,"CD4+, alpha-beta T cell",0.4245134637366501,16
near-project. glutamatergic cortical neuron,granulocyte,0.42607863469445606,17
near-project. glutamatergic cortical neuron,"effector mem. CD8+, alpha-beta T cell",0.43084957989128936,18
near-project. glutamatergic cortical neuron,monocyte,0.43244628100814275,19
near-project. glutamatergic cortical neuron,"effector mem. CD4+, alpha-beta T cell",0.4348983071508894,20
neuron,macrophage,0.3597646217777024,1
neuron,club cell,0.36990824356581586,2
neuron,"CD8+, alpha-beta T cell",0.3725402804643311,3
neuron,B cell,0.3743073742761698,4
neuron,oligodendrocyte pre. cell,0.3776050820090847,5
neuron,L2/3-6 IT projecting neuron,0.3793966497192943,6
neuron,"CD4+, alpha-beta T cell",0.3874511748976065,7
neuron,mature alpha-beta T cell,0.3890593731726487,8
neuron,clas. monocyte,0.3893912121970554,9
neuron,IgG plasma cell,0.391667871228529,10
neuron,type II pneumocyte,0.3938040320593994,11
neuron,intermediate monocyte,0.395984668600042,12
neuron,endothelial cell,0.39666149407216067,13
neuron,T cell,0.3994664469841377,14
neuron,astrocyte,0.39988362891691875,15
neuron,luminal epith. cell of mammary gland,0.40166373533010047,16
neuron,central nervous sys. macrophage,0.40183791972370864,17
neuron,erythrocyte,0.4028453977246793,18
neuron,"central mem. CD8+, alpha-beta T cell",0.4041407948184478,19
neuron,enterocyte,0.4047531279651366,20
neutrophil,innate lymphoid cell,0.3205009886030836,1
neutrophil,macrophage,0.33956750368241617,2
neutrophil,monocyte,0.34107662582750453,3
neutrophil,pre. B cell,0.3470628025887984,4
neutrophil,intermediate monocyte,0.35129067970877137,5
neutrophil,mature NK T cell,0.35348334604686593,6
neutrophil,CD14+ monocyte,0.37131395878051987,7
neutrophil,clas. monocyte,0.3733086323443858,8
neutrophil,mem. B cell,0.37688840139890634,9
neutrophil,cardiac muscle cell,0.38593832823923047,10
neutrophil,CD4+ helper T cell,0.3934564227524887,11
neutrophil,"CD8+, alpha-beta T cell",0.3952985562464799,12
neutrophil,dendritic cell,0.3963827597827789,13
neutrophil,"effector CD8+, alpha-beta T cell",0.40189564393916455,14
neutrophil,kidney loop Henle thick asc. limb epith. cell,0.4023871750194178,15
neutrophil,enteric smooth muscle cell,0.4106524302645872,16
neutrophil,"CD14+, CD16- clas. monocyte",0.4149438190804563,17
neutrophil,microglial cell,0.41939356966425223,18
neutrophil,club cell,0.421342739486122,19
neutrophil,erythrocyte,0.42197372955337553,20
non-classical monocyte,intermediate monocyte,0.2538737493450255,1
non-classical monocyte,clas. monocyte,0.28271445576712884,2
non-classical monocyte,monocyte,0.3398822980058057,3
non-classical monocyte,"CD4+, alpha-beta T cell",0.35302339676775274,4
non-classical monocyte,macrophage,0.35540865565847735,5
non-classical monocyte,mature NK T cell,0.3637639810898554,6
non-classical monocyte,NK cell,0.3705476177300955,7
non-classical monocyte,lung macrophage,0.37223036887766214,8
non-classical monocyte,retina horizontal cell,0.37400254305903835,9
non-classical monocyte,pre. B cell,0.3782133846458686,10
non-classical monocyte,innate lymphoid cell,0.3784518590602485,11
non-classical monocyte,"effector mem. CD8+, alpha-beta T cell, term. diff.",0.38194242314855187,12
non-classical monocyte,mem. B cell,0.38320109172260375,13
non-classical monocyte,"CD8+, alpha-beta T cell",0.38637970503466457,14
non-classical monocyte,CD4+ helper T cell,0.3894162580688154,15
non-classical monocyte,astrocyte,0.3919078909319279,16
non-classical monocyte,"CD14-low, CD16+ monocyte",0.39257056075776575,17
non-classical monocyte,mem. T cell,0.4013709128911416,18
non-classical monocyte,kidney loop Henle thick asc. limb epith. cell,0.401663953250612,19
non-classical monocyte,regulatory T cell,0.40362458580432903,20
oligodendrocyte,"CD14-low, CD16+ monocyte",0.48618675803105194,1
oligodendrocyte,granulosa cell,0.510939441559784,2
oligodendrocyte,kidney collecting duct intercalated cell,0.5121491696219176,3
oligodendrocyte,tracheal goblet cell,0.5317645463959748,4
oligodendrocyte,"CD8-alpha-alpha+, lpha-eta intraepith. T cell",0.5325374865898553,5
oligodendrocyte,"effector mem. CD8+, alpha-beta T cell",0.5326283150034055,6
oligodendrocyte,"central mem. CD4+, alpha-beta T cell",0.5327013894597414,7
oligodendrocyte,fibroblast of cardiac tissue,0.533032604191702,8
oligodendrocyte,mature NK T cell,0.5391561999953172,9
oligodendrocyte,"naive thym.-der. CD4+, alpha-beta T cell",0.5440199145534875,10
oligodendrocyte,club cell,0.5513801115564296,11
oligodendrocyte,megakaryocyte-erythroid progenitor cell,0.5520836619544298,12
oligodendrocyte,L2/3-6 IT projecting neuron,0.554934798674717,13
oligodendrocyte,paneth cell,0.5554880508288562,14
oligodendrocyte,monocyte,0.5562459294832862,15
oligodendrocyte,pre. B cell,0.5586260321445156,16
oligodendrocyte,kidney collecting duct principal cell,0.5596019784509589,17
oligodendrocyte,"central mem. CD8+, alpha-beta T cell",0.5598927790676038,18
oligodendrocyte,"CD16+, CD56-dim NK cell",0.5607725859836918,19
oligodendrocyte,erythrocyte,0.5615706676402338,20
oligodendrocyte pre. cell,dendritic cell,0.35737819663254355,1
oligodendrocyte pre. cell,respiratory basal cell,0.359635312939922,2
oligodendrocyte pre. cell,mature T cell,0.3697521368274672,3
oligodendrocyte pre. cell,NK cell,0.3745757705209568,4
oligodendrocyte pre. cell,neuron,0.3776050820090847,5
oligodendrocyte pre. cell,T cell,0.38390421097462346,6
oligodendrocyte pre. cell,"activated CD4+, alpha-beta T cell",0.3854175444230332,7
oligodendrocyte pre. cell,"CD8+, alpha-beta T cell",0.39018307616005365,8
oligodendrocyte pre. cell,endothelial cell,0.3910332710260236,9
oligodendrocyte pre. cell,granulosa cell,0.3916167099166953,10
oligodendrocyte pre. cell,macrophage,0.392677133449412,11
oligodendrocyte pre. cell,enteric smooth muscle cell,0.39686693274665596,12
oligodendrocyte pre. cell,"CD4+, alpha-beta T cell",0.3976558403790543,13
oligodendrocyte pre. cell,megakaryocyte-erythroid progenitor cell,0.4004944807646127,14
oligodendrocyte pre. cell,kidney interstitial fibroblast,0.4008177816777839,15
oligodendrocyte pre. cell,vein endothelial cell,0.4025992712668027,16
oligodendrocyte pre. cell,epith. cell of proximal tubule,0.40436464532454275,17
oligodendrocyte pre. cell,astrocyte,0.40580559430790597,18
oligodendrocyte pre. cell,"activated CD8+, alpha-beta T cell",0.40726066176261744,19
oligodendrocyte pre. cell,Schwann cell,0.4083343907248761,20
paneth cell,double negative thymocyte,0.4030515674419207,1
paneth cell,keratinocyte,0.4062319055612119,2
paneth cell,smooth muscle cell,0.4065486349918943,3
paneth cell,type I pneumocyte,0.41942663501626776,4
paneth cell,"effector mem. CD8+, alpha-beta T cell, term. diff.",0.4194305392230425,5
paneth cell,intestine goblet cell,0.42234610199171674,6
paneth cell,basal cell,0.43476173857298894,7
paneth cell,gamma-delta T cell,0.4409727290572272,8
paneth cell,respiratory basal cell,0.4417976595113692,9
paneth cell,club cell,0.44416079153040466,10
paneth cell,kidney loop Henle thin des. limb epith. cell,0.44913442442972185,11
paneth cell,kidney connecting tubule epith. cell,0.4502258470126843,12
paneth cell,pericyte,0.4577252237160351,13
paneth cell,mesothelial cell,0.4664328519566526,14
paneth cell,epith. cell of proximal tubule,0.4685705953130046,15
paneth cell,enteroendocrine cell,0.47164482666067054,16
paneth cell,enterocyte,0.4717178098862965,17
paneth cell,kidney distal convoluted tubule epith. cell,0.4726784357167978,18
paneth cell,alveolar type 1 fibroblast cell,0.4748356496250542,19
paneth cell,bronchus fibroblast of lung,0.4820634869291931,20
pericyte,smooth muscle cell,0.23949681934659506,1
pericyte,vascular assoc. smooth muscle cell,0.26295932042267167,2
pericyte,endothelial cell,0.2829906934483506,3
pericyte,macrophage,0.2853133797767541,4
pericyte,keratinocyte,0.2995630134226708,5
pericyte,capillary endothelial cell,0.30556574439674455,6
pericyte,retinal ganglion cell,0.30811448247697415,7
pericyte,basal cell,0.31119902220013773,8
pericyte,alveolar macrophage,0.313771125094538,9
pericyte,retina horizontal cell,0.3174934853090948,10
pericyte,club cell,0.3239441731667536,11
pericyte,"CD8+, alpha-beta T cell",0.3242186311152435,12
pericyte,"effector mem. CD4+, alpha-beta T cell",0.3330721316314379,13
pericyte,NK cell,0.3335120271852873,14
pericyte,retinal cone cell,0.3367727024452434,15
pericyte,mature NK T cell,0.3395538410480471,16
pericyte,"effector mem. CD8+, alpha-beta T cell",0.3399919238481438,17
pericyte,"central mem. CD8+, alpha-beta T cell",0.34251148795952013,18
pericyte,cardiac muscle cell,0.3480786567843932,19
pericyte,"CD4+, alpha-beta T cell",0.3498576025963459,20
plasma cell,B cell,0.2702214682105244,1
plasma cell,innate lymphoid cell,0.280728452697539,2
plasma cell,mem. B cell,0.29365995123243993,3
plasma cell,IgG plasma cell,0.31473483607856667,4
plasma cell,T cell,0.3213079638925591,5
plasma cell,"CD8+, alpha-beta T cell",0.32980359011189575,6
plasma cell,plasmablast,0.33581809621225545,7
plasma cell,NK cell,0.3542141306575095,8
plasma cell,mast cell,0.3581812091385448,9
plasma cell,naive B cell,0.3587878536260234,10
plasma cell,"CD8+, alpha-beta mem. T cell",0.36090673211724145,11
plasma cell,CD4+ helper T cell,0.3654635931306952,12
plasma cell,"CD4+, alpha-beta T cell",0.36753600358461935,13
plasma cell,endothelial cell,0.37091294283328136,14
plasma cell,granulosa cell,0.37197994750442775,15
plasma cell,IgA plasma cell,0.3726298085542149,16
plasma cell,mature T cell,0.3763850844730301,17
plasma cell,alpha-beta T cell,0.3796332389085696,18
plasma cell,club cell,0.384664216626564,19
plasma cell,vein endothelial cell,0.3852732282612217,20
plasmablast,mem. B cell,0.2531100636776573,1
plasmablast,naive B cell,0.32883218149436,2
plasmablast,IgG plasma cell,0.3297252011835826,3
plasmablast,transitional stage B cell,0.3332285614124786,4
plasmablast,plasma cell,0.33581809621225545,5
plasmablast,mature B cell,0.3522557598543702,6
plasmablast,hematopoietic stem cell,0.3558296438592412,7
plasmablast,B cell,0.35874728571284387,8
plasmablast,erythroblast,0.35990759100241787,9
plasmablast,caudal ganglionic eminence der. GABAergic cortical interneuron,0.37054071440402236,10
plasmablast,erythrocyte,0.37123898531368316,11
plasmablast,retinal ganglion cell,0.37953618873239947,12
plasmablast,IgA plasma cell,0.38071524323648764,13
plasmablast,"CD16+, CD56-dim NK cell",0.38832815331145243,14
plasmablast,NK cell,0.3919243610433608,15
plasmablast,innate lymphoid cell,0.39489549940040425,16
plasmablast,"CD8+, alpha-beta T cell",0.4007811207238132,17
plasmablast,"CD4+, alpha-beta T cell",0.40112321846733845,18
plasmablast,immature B cell,0.40175703226050175,19
plasmablast,"central mem. CD8+, alpha-beta T cell",0.40332456969346153,20
plasmacytoid dendritic cell,monocyte,0.3042485947081952,1
plasmacytoid dendritic cell,dendritic cell,0.333937844261071,2
plasmacytoid dendritic cell,endothelial cell,0.3492240468234823,3
plasmacytoid dendritic cell,double negative thymocyte,0.35361685933909537,4
plasmacytoid dendritic cell,conventional dendritic cell,0.35676807333605187,5
plasmacytoid dendritic cell,leukocyte,0.35710831830884504,6
plasmacytoid dendritic cell,B cell,0.3610655422367325,7
plasmacytoid dendritic cell,immature B cell,0.3645631749836342,8
plasmacytoid dendritic cell,NK cell,0.3721217883022565,9
plasmacytoid dendritic cell,kidney collecting duct principal cell,0.3726426886031867,10
plasmacytoid dendritic cell,hematopoietic stem cell,0.3736848925894909,11
plasmacytoid dendritic cell,L2/3-6 IT projecting neuron,0.3743038463441303,12
plasmacytoid dendritic cell,intermediate monocyte,0.3758496757336519,13
plasmacytoid dendritic cell,"CD8+, alpha-beta T cell",0.3807480692028423,14
plasmacytoid dendritic cell,macrophage,0.3822246972692416,15
plasmacytoid dendritic cell,"CD4+, alpha-beta T cell",0.3823052105470246,16
plasmacytoid dendritic cell,naive T cell,0.3861752783070951,17
plasmacytoid dendritic cell,mature NK T cell,0.3868987049145092,18
plasmacytoid dendritic cell,innate lymphoid cell,0.3879205060334979,19
plasmacytoid dendritic cell,erythrocyte,0.3887373857984524,20
platelet,"naive thym.-der. CD8+, alpha-beta T cell",0.3135631603155834,1
platelet,NK cell,0.3283283193762271,2
platelet,"naive thym.-der. CD4+, alpha-beta T cell",0.332680259652137,3
platelet,"CD8+, alpha-beta T cell",0.33685654405431376,4
platelet,erythrocyte,0.3420639431079048,5
platelet,CD4+ helper T cell,0.3547030369861698,6
platelet,"CD8+, alpha-beta mem. T cell",0.3583944905381822,7
platelet,"central mem. CD8+, alpha-beta T cell",0.3620090713092421,8
platelet,naive B cell,0.3623859075650929,9
platelet,"effector CD8+, alpha-beta T cell",0.3671242966243292,10
platelet,regulatory T cell,0.36801463290181824,11
platelet,"CD4+, alpha-beta T cell",0.3696283806641949,12
platelet,intermediate monocyte,0.37228900141497756,13
platelet,"CD4+, alpha-beta mem. T cell",0.3742204772130612,14
platelet,capillary endothelial cell,0.3752979226104267,15
platelet,monocyte,0.3788802286920733,16
platelet,"effector mem. CD8+, alpha-beta T cell",0.37954378276177536,17
platelet,T cell,0.3808090194480005,18
platelet,megakaryocyte-erythroid progenitor cell,0.38320271806137995,19
platelet,T follicular helper cell,0.3879547076456813,20
pre. B cell,immature B cell,0.2607178779403152,1
pre. B cell,megakaryocyte-erythroid progenitor cell,0.2684429868581558,2
pre. B cell,erythrocyte,0.28108507836684393,3
pre. B cell,innate lymphoid cell,0.2913968246461026,4
pre. B cell,pro-B cell,0.2940577872514448,5
pre. B cell,hematopoietic stem cell,0.2948677842611569,6
pre. B cell,retina horizontal cell,0.323879934084524,7
pre. B cell,neutrophil,0.3470628025887984,8
pre. B cell,intermediate monocyte,0.3480262917817504,9
pre. B cell,double negative T regulatory cell,0.35667327498067125,10
pre. B cell,mem. B cell,0.35675463189626644,11
pre. B cell,B cell,0.3612049569586301,12
pre. B cell,smooth muscle cell,0.365453339521682,13
pre. B cell,NK cell,0.3655781947585566,14
pre. B cell,naive B cell,0.3692104704348905,15
pre. B cell,double negative thymocyte,0.37662861897663413,16
pre. B cell,non-classical monocyte,0.3782133846458686,17
pre. B cell,"CD8+, alpha-beta T cell",0.3789755022461606,18
pre. B cell,vein endothelial cell,0.3793151318750472,19
pre. B cell,mature NK T cell,0.38337318317924185,20
pro-B cell,pre. B cell,0.2940577872514448,1
pro-B cell,kidney connecting tubule epith. cell,0.36443117988622253,2
pro-B cell,retina horizontal cell,0.36852564042393265,3
pro-B cell,pericyte,0.37358188772378986,4
pro-B cell,T-helper 17 cell,0.3775096326820997,5
pro-B cell,"central mem. CD8+, alpha-beta T cell",0.38069068687923324,6
pro-B cell,immature B cell,0.3811751376993421,7
pro-B cell,erythrocyte,0.3871904635193256,8
pro-B cell,immature innate lymphoid cell,0.3888095375639422,9
pro-B cell,vein endothelial cell,0.3891764837757996,10
pro-B cell,"CD8+, alpha-beta T cell",0.39297784602315455,11
pro-B cell,"CD4+, alpha-beta T cell",0.3952613399011329,12
pro-B cell,megakaryocyte-erythroid progenitor cell,0.3971425791240012,13
pro-B cell,erythroblast,0.3978588372258639,14
pro-B cell,retinal ganglion cell,0.399752636668949,15
pro-B cell,B cell,0.40339184693199615,16
pro-B cell,capillary endothelial cell,0.40867753340136115,17
pro-B cell,foveolar cell of stomach,0.4105712380388621,18
pro-B cell,macrophage,0.4117338906534431,19
pro-B cell,smooth muscle cell,0.4136132633267311,20
promonocyte,granulocyte,0.3866163961343928,1
promonocyte,CD14+ monocyte,0.39885269041303406,2
promonocyte,"CD14+, CD16- clas. monocyte",0.41849584044564103,3
promonocyte,erythrocyte,0.4282534575490774,4
promonocyte,lung pericyte,0.4291964873061316,5
promonocyte,leukocyte,0.43338192570736134,6
promonocyte,monocyte,0.4438695326492149,7
promonocyte,pericyte,0.4447972683316568,8
promonocyte,dendritic cell,0.4449429438003629,9
promonocyte,"CD16-, CD56-bright NK cell",0.45646653390557135,10
promonocyte,"CD8+, alpha-beta mem. T cell",0.46037611970950976,11
promonocyte,pro-B cell,0.4603769820275595,12
promonocyte,macrophage,0.46146114006368144,13
promonocyte,innate lymphoid cell,0.4620289945826671,14
promonocyte,T-helper 17 cell,0.46544282482792976,15
promonocyte,CD4+ helper T cell,0.46882523381781516,16
promonocyte,pre. B cell,0.4693443219667396,17
promonocyte,luminal epith. cell of mammary gland,0.4746129662991396,18
promonocyte,near-project. glutamatergic cortical neuron,0.4753342986624012,19
promonocyte,blood vessel endothelial cell,0.48234879853137547,20
pulmonary artery endothelial cell,endothelial cell of artery,0.3024269229675425,1
pulmonary artery endothelial cell,"activated CD8+, alpha-beta T cell",0.3557659672995426,2
pulmonary artery endothelial cell,double negative T regulatory cell,0.36302428308260726,3
pulmonary artery endothelial cell,respiratory hillock cell,0.3668248441972498,4
pulmonary artery endothelial cell,"CD8+, alpha-beta T cell",0.3697039707270101,5
pulmonary artery endothelial cell,vip GABAergic cortical interneuron,0.3708314171362628,6
pulmonary artery endothelial cell,club cell,0.37677735823286507,7
pulmonary artery endothelial cell,"CD8+, alpha-beta mem. T cell",0.3774141334869491,8
pulmonary artery endothelial cell,vein endothelial cell,0.38046200832580035,9
pulmonary artery endothelial cell,kidney collecting duct intercalated cell,0.38281018052926086,10
pulmonary artery endothelial cell,capillary endothelial cell,0.38342452085344403,11
pulmonary artery endothelial cell,clas. monocyte,0.3858487536035381,12
pulmonary artery endothelial cell,lung macrophage,0.38640940258994916,13
pulmonary artery endothelial cell,endothelial cell of lymphatic vessel,0.3976221208389763,14
